Year,Quarter,Region,Economic Activity,Enterprise size,Number of enterprises,Number of Saudi employees,Number of Saudi male employees,Number of Saudi female employees,Number of Non Saudi employees,Number of Non Saudi male employees,Number of Non Saudi female employees
2023,1,Najran Region,Manufacture of chemicals and chemical products,Medium,3,61,23,38,160,160,0
2023,1,Eastern Region,Manufacture of textiles,Small,78,176,85,91,819,806,13
2023,1,Eastern Region,Manufacture of textiles,Large,1,69,47,22,183,183,0
2023,1,Eastern Region,Manufacture of textiles,Micro,305,60,29,31,675,661,14
2023,1,Eastern Region,Manufacture of textiles,Medium,7,164,139,25,636,635,1
2023,1,Al Bahah Region,Manufacture of textiles,Small,2,5,3,2,24,24,0
2023,1,Al Bahah Region,Manufacture of textiles,Micro,21,5,1,4,55,54,1
2023,1,Al-Jawf Region,Manufacture of textiles,Small,4,3,1,2,25,25,0
2023,1,Al-Jawf Region,Manufacture of textiles,Micro,64,9,5,4,155,154,1
2023,1,Northern border Region,Manufacture of textiles,Small,2,1,1,0,14,14,0
2023,1,Northern border Region,Manufacture of textiles,Micro,27,6,5,1,62,62,0
2023,1,Riyadh Region,Manufacture of textiles,Small,108,253,96,157,1186,1181,5
2023,1,Riyadh Region,Manufacture of textiles,Large,7,1507,1032,475,3850,3822,28
2023,1,Riyadh Region,Manufacture of textiles,Micro,554,94,33,61,1286,1276,10
2023,1,Riyadh Region,Manufacture of textiles,Medium,12,312,171,141,974,971,3
2023,1,Qassim Region,Manufacture of textiles,Small,14,29,27,2,112,112,0
2023,1,Qassim Region,Manufacture of textiles,Micro,86,18,8,10,211,211,0
2023,1,Qassim Region,Manufacture of textiles,Medium,2,38,24,14,86,86,0
2023,1,Medina Region,Manufacture of textiles,Small,20,42,33,9,188,188,0
2023,1,Medina Region,Manufacture of textiles,Micro,144,22,7,15,315,306,9
2023,1,Medina Region,Manufacture of textiles,Medium,5,114,69,45,358,357,1
2023,1,Tabuk Region,Manufacture of textiles,Small,6,4,0,4,37,37,0
2023,1,Tabuk Region,Manufacture of textiles,Micro,72,10,6,4,167,165,2
2023,1,Jazan Region,Manufacture of textiles,Small,1,3,2,1,7,7,0
2023,1,Jazan Region,Manufacture of textiles,Micro,32,4,2,2,69,69,0
2023,1,Hail Region,Manufacture of textiles,Small,7,13,7,6,67,67,0
2023,1,Hail Region,Manufacture of textiles,Micro,49,4,0,4,120,120,0
2023,1,Asir Region,Manufacture of textiles,Small,6,6,4,2,45,45,0
2023,1,Asir Region,Manufacture of textiles,Micro,70,13,8,5,158,155,3
2023,1,Makkah Region,Manufacture of textiles,Small,56,152,48,104,700,696,4
2023,1,Makkah Region,Manufacture of textiles,Large,2,214,206,8,663,663,0
2023,1,Makkah Region,Manufacture of textiles,Micro,282,56,31,25,629,616,13
2023,1,Makkah Region,Manufacture of textiles,Medium,9,258,170,88,763,762,1
2023,1,Najran Region,Manufacture of textiles,Small,3,2,0,2,27,22,5
2023,1,Najran Region,Manufacture of textiles,Micro,51,6,3,3,123,120,3
2023,1,Eastern Region,Manufacture of food products,Small,335,1187,558,629,4514,4497,17
2023,1,Eastern Region,Manufacture of food products,Large,15,1606,854,752,5039,5031,8
2023,1,Eastern Region,Manufacture of food products,Micro,736,257,124,133,1551,1546,5
2023,1,Eastern Region,Manufacture of food products,Medium,84,1986,1111,875,5973,5947,26
2023,1,Al Bahah Region,Manufacture of food products,Small,20,36,20,16,175,174,1
2023,1,Al Bahah Region,Manufacture of food products,Micro,98,15,10,5,196,196,0
2023,1,Al Bahah Region,Manufacture of food products,Medium,1,9,4,5,53,53,0
2023,1,Al-Jawf Region,Manufacture of food products,Small,39,78,43,35,348,347,1
2023,1,Al-Jawf Region,Manufacture of food products,Micro,173,29,21,8,357,357,0
2023,1,Al-Jawf Region,Manufacture of food products,Medium,2,62,53,9,111,111,0
2023,1,Northern border Region,Manufacture of food products,Small,18,30,15,15,189,189,0
2023,1,Northern border Region,Manufacture of food products,Micro,108,14,10,4,244,244,0
2023,1,Northern border Region,Manufacture of food products,Medium,1,3,2,1,57,57,0
2023,1,Riyadh Region,Manufacture of food products,Small,601,1993,789,1204,8316,8224,92
2023,1,Riyadh Region,Manufacture of food products,Large,51,8110,5762,2348,25787,25699,88
2023,1,Riyadh Region,Manufacture of food products,Micro,1898,500,196,304,3956,3919,37
2023,1,Riyadh Region,Manufacture of food products,Medium,174,4066,1917,2149,13587,13517,70
2023,1,Qassim Region,Manufacture of food products,Small,115,475,258,217,1656,1649,7
2023,1,Qassim Region,Manufacture of food products,Large,11,958,651,307,3667,3562,105
2023,1,Qassim Region,Manufacture of food products,Micro,421,87,56,31,906,903,3
2023,1,Qassim Region,Manufacture of food products,Medium,60,1495,872,623,4840,4834,6
2023,1,Medina Region,Manufacture of food products,Small,133,442,225,217,1735,1724,11
2023,1,Medina Region,Manufacture of food products,Large,1,116,83,33,319,319,0
2023,1,Medina Region,Manufacture of food products,Micro,522,129,74,55,1105,1090,15
2023,1,Medina Region,Manufacture of food products,Medium,15,567,401,166,1422,1421,1
2023,1,Tabuk Region,Manufacture of food products,Small,33,89,55,34,427,427,0
2023,1,Tabuk Region,Manufacture of food products,Large,2,199,42,157,622,621,1
2023,1,Tabuk Region,Manufacture of food products,Micro,217,48,18,30,424,424,0
2023,1,Tabuk Region,Manufacture of food products,Medium,8,144,44,100,585,585,0
2023,1,Jazan Region,Manufacture of food products,Small,57,157,76,81,687,681,6
2023,1,Jazan Region,Manufacture of food products,Micro,301,56,35,21,653,649,4
2023,1,Jazan Region,Manufacture of food products,Medium,6,184,100,84,557,556,1
2023,1,Hail Region,Manufacture of food products,Small,32,95,37,58,389,388,1
2023,1,Hail Region,Manufacture of food products,Large,1,82,36,46,200,199,1
2023,1,Hail Region,Manufacture of food products,Micro,214,44,23,21,466,464,2
2023,1,Hail Region,Manufacture of food products,Medium,10,258,78,180,788,783,5
2023,1,Asir Region,Manufacture of food products,Small,91,272,120,152,1218,1217,1
2023,1,Asir Region,Manufacture of food products,Large,4,317,175,142,1670,1670,0
2023,1,Asir Region,Manufacture of food products,Micro,532,116,59,57,1051,1050,1
2023,1,Asir Region,Manufacture of food products,Medium,15,400,216,184,1068,1068,0
2023,1,Makkah Region,Manufacture of food products,Small,439,1470,701,769,5474,5421,53
2023,1,Makkah Region,Manufacture of food products,Large,35,6410,3373,3037,16859,16496,363
2023,1,Makkah Region,Manufacture of food products,Micro,1492,376,183,193,3243,3215,28
2023,1,Makkah Region,Manufacture of food products,Medium,110,2809,1340,1469,8760,8706,54
2023,1,Najran Region,Manufacture of food products,Small,18,41,15,26,207,207,0
2023,1,Najran Region,Manufacture of food products,Micro,179,28,14,14,394,391,3
2023,1,Eastern Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Small,8,36,18,18,98,81,17
2023,1,Eastern Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Large,1,180,115,65,387,383,4
2023,1,Eastern Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Micro,12,6,2,4,26,24,2
2023,1,Eastern Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Medium,5,218,158,60,298,292,6
2023,1,Al Bahah Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Micro,1,0,0,0,2,2,0
2023,1,Al-Jawf Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Micro,6,0,0,0,16,16,0
2023,1,Northern border Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Micro,3,3,1,2,5,5,0
2023,1,Riyadh Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Small,32,192,84,108,388,381,7
2023,1,Riyadh Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Large,5,582,296,286,1485,1457,28
2023,1,Riyadh Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Micro,257,50,19,31,703,698,5
2023,1,Riyadh Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Medium,11,315,122,193,691,679,12
2023,1,Qassim Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Small,1,1,1,0,14,14,0
2023,1,Qassim Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Large,1,337,310,27,353,353,0
2023,1,Qassim Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Micro,11,1,0,1,28,28,0
2023,1,Qassim Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Medium,1,30,25,5,83,75,8
2023,1,Medina Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Small,1,9,8,1,28,28,0
2023,1,Medina Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Micro,6,1,0,1,9,9,0
2023,1,Tabuk Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Micro,3,0,0,0,8,8,0
2023,1,Jazan Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Micro,5,0,0,0,11,9,2
2023,1,Hail Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Small,1,2,0,2,5,5,0
2023,1,Hail Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Micro,7,1,1,0,18,18,0
2023,1,Hail Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Medium,1,88,61,27,64,63,1
2023,1,Asir Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Micro,7,3,3,0,20,20,0
2023,1,Asir Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Medium,1,17,4,13,37,30,7
2023,1,Makkah Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Small,16,105,67,38,141,135,6
2023,1,Makkah Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Large,2,611,317,294,671,652,19
2023,1,Makkah Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Micro,33,19,10,9,53,52,1
2023,1,Makkah Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Medium,7,322,175,147,503,481,22
2023,1,Najran Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Small,1,2,0,2,21,21,0
2023,1,Najran Region,Manufacture of essential pharmaceutical products and pharmaceutical preparations,Micro,3,0,0,0,8,8,0
2023,1,Eastern Region,Manufacture of leather goods and related products,Small,8,14,7,7,151,151,0
2023,1,Eastern Region,Manufacture of leather goods and related products,Micro,15,3,2,1,32,32,0
2023,1,Eastern Region,Manufacture of leather goods and related products,Medium,1,50,50,0,90,90,0
2023,1,Al-Jawf Region,Manufacture of leather goods and related products,Micro,2,1,1,0,6,6,0
2023,1,Northern border Region,Manufacture of leather goods and related products,Small,1,0,0,0,8,8,0
2023,1,Northern border Region,Manufacture of leather goods and related products,Micro,7,1,0,1,16,16,0
2023,1,Riyadh Region,Manufacture of leather goods and related products,Small,38,44,21,23,408,405,3
2023,1,Riyadh Region,Manufacture of leather goods and related products,Large,2,154,34,120,622,620,2
2023,1,Riyadh Region,Manufacture of leather goods and related products,Micro,77,9,6,3,203,203,0
2023,1,Riyadh Region,Manufacture of leather goods and related products,Medium,6,167,52,115,682,679,3
2023,1,Qassim Region,Manufacture of leather goods and related products,Small,1,1,0,1,8,8,0
2023,1,Qassim Region,Manufacture of leather goods and related products,Micro,7,1,0,1,15,15,0
2023,1,Medina Region,Manufacture of leather goods and related products,Small,2,1,0,1,17,17,0
2023,1,Medina Region,Manufacture of leather goods and related products,Micro,9,2,1,1,23,22,1
2023,1,Medina Region,Manufacture of leather goods and related products,Medium,1,11,4,7,48,48,0
2023,1,Tabuk Region,Manufacture of leather goods and related products,Micro,1,0,0,0,1,1,0
2023,1,Jazan Region,Manufacture of leather goods and related products,Micro,53,2,1,1,176,176,0
2023,1,Hail Region,Manufacture of leather goods and related products,Small,2,0,0,0,12,12,0
2023,1,Hail Region,Manufacture of leather goods and related products,Micro,7,0,0,0,20,20,0
2023,1,Asir Region,Manufacture of leather goods and related products,Small,1,0,0,0,7,7,0
2023,1,Asir Region,Manufacture of leather goods and related products,Micro,9,2,2,0,22,22,0
2023,1,Makkah Region,Manufacture of leather goods and related products,Small,8,36,13,23,145,144,1
2023,1,Makkah Region,Manufacture of leather goods and related products,Micro,30,4,2,2,76,76,0
2023,1,Makkah Region,Manufacture of leather goods and related products,Medium,1,13,7,6,39,39,0
2023,1,Najran Region,Manufacture of leather goods and related products,Micro,3,0,0,0,5,5,0
2023,1,Eastern Region,Manufacture of clothing,Small,239,554,210,344,2247,1999,248
2023,1,Eastern Region,Manufacture of clothing,Micro,2304,328,124,204,4978,4690,288
2023,1,Eastern Region,Manufacture of clothing,Medium,13,394,83,311,977,971,6
2023,1,Al Bahah Region,Manufacture of clothing,Small,13,17,7,10,113,91,22
2023,1,Al Bahah Region,Manufacture of clothing,Micro,156,27,13,14,287,255,32
2023,1,Al-Jawf Region,Manufacture of clothing,Small,13,12,6,6,85,68,17
2023,1,Al-Jawf Region,Manufacture of clothing,Micro,296,24,11,13,621,584,37
2023,1,Northern border Region,Manufacture of clothing,Small,4,9,4,5,25,14,11
2023,1,Northern border Region,Manufacture of clothing,Micro,286,17,8,9,709,674,35
2023,1,Riyadh Region,Manufacture of clothing,Small,437,1085,332,753,4278,3855,423
2023,1,Riyadh Region,Manufacture of clothing,Large,5,533,110,423,1836,1808,28
2023,1,Riyadh Region,Manufacture of clothing,Micro,3865,613,210,403,8307,7665,642
2023,1,Riyadh Region,Manufacture of clothing,Medium,34,863,271,592,2446,2253,193
2023,1,Qassim Region,Manufacture of clothing,Small,36,66,28,38,270,226,44
2023,1,Qassim Region,Manufacture of clothing,Micro,828,85,43,42,1716,1602,114
2023,1,Qassim Region,Manufacture of clothing,Medium,4,97,67,30,291,290,1
2023,1,Medina Region,Manufacture of clothing,Small,50,69,29,40,381,320,61
2023,1,Medina Region,Manufacture of clothing,Micro,1084,142,60,82,2303,2053,250
2023,1,Medina Region,Manufacture of clothing,Medium,4,118,47,71,334,326,8
2023,1,Tabuk Region,Manufacture of clothing,Small,20,37,15,22,195,184,11
2023,1,Tabuk Region,Manufacture of clothing,Micro,812,60,24,36,2133,2096,37
2023,1,Tabuk Region,Manufacture of clothing,Medium,1,0,0,0,89,89,0
2023,1,Jazan Region,Manufacture of clothing,Small,23,56,19,37,158,143,15
2023,1,Jazan Region,Manufacture of clothing,Micro,657,60,26,34,1403,1292,111
2023,1,Hail Region,Manufacture of clothing,Small,24,38,9,29,235,226,9
2023,1,Hail Region,Manufacture of clothing,Large,1,43,8,35,300,300,0
2023,1,Hail Region,Manufacture of clothing,Micro,416,40,14,26,874,794,80
2023,1,Asir Region,Manufacture of clothing,Small,51,91,40,51,429,404,25
